Date;EndTime;artistName;trackName;msPlayed;Language;hours ;minutes
28.09.2022;14:20:00;Johann Sebastian Bach;Violin Concerto No. 1 in A minor, BWV 1041: I. (Allegro moderato);235946;it;0,065540556;3,932433333
28.09.2022;14:22:00;Domenico Cimarosa;Sonata No. 42 in D Minor (Arr. ?lafsson);143531;en;0,039869722;2,392183333
28.09.2022;14:25:00;Patrick Watson;Je te laisserai des mots;160853;fr;0,044681389;2,680883333
28.09.2022;14:29:00;Fr?d?ric Chopin;12 ?tudes, Op. 10: No. 3 in E Major;234466;en;0,065129444;3,907766667
28.09.2022;14:36:00;Franz Schubert;St?ndchen, S. 560 (Trans. from Schwanengesang No. 4, D. 957);442172;en;0,122825556;7,369533333
28.09.2022;14:39:00;Joe Hisaishi;The Flower Garden;178506;en;0,049585;2,9751
28.09.2022;14:43:00;Camille Saint-Sa?ns;Le Cygne;214986;fr;0,059718333;3,5831
28.09.2022;14:50:00;Maurice Ravel;Ravel: Miroirs, M. 43: III. Une barque sur l'oc?an;420186;fr;0,116718333;7,0031
28.09.2022;14:53:00;Franz Gordon;The French Library;179702;en;0,049917222;2,995033333
28.09.2022;14:56:00;Antonio Vivaldi;The Four Seasons - Winter in F Minor, RV. 297: I. Allegro non molto;201853;en;0,056070278;3,364216667
28.09.2022;15:00:00;Joe Hisaishi;Nostalgia;213960;en;0,059433333;3,566
28.09.2022;15:02:00;Hunter Krasa;Feelings (Piano Version);150000;en;0,041666667;2,5
28.09.2022;15:06:00;Dario Marianelli;"Mrs Darcy - From ""Pride & Prejudice"" Soundtrack";223653;en;0,062125833;3,72755
28.09.2022;15:11:00;Johannes Brahms;16 Waltzes, Op. 39 (1867 version): No. 3 in G-Sharp Minor;52200;en;0,0145;0,87
28.09.2022;15:11:00;Pyotr Ilyich Tchaikovsky;Valse sentimentale, Op. 51, No. 6;285000;nl;0,079166667;4,75
28.09.2022;15:14:00;Pyotr Ilyich Tchaikovsky;Six Pieces, Op. 51, TH 143: VI. Valse sentimentale. Tempo di Valse;141706;da;0,039362778;2,361766667
28.09.2022;15:20:00;Fr?d?ric Chopin;Nocturnes, Op. 48: No. 1 in C Minor;346826;la;0,096340556;5,780433333
28.09.2022;15:22:00;Fr?d?ric Chopin;Waltz in A Minor, Op. Posth., B. 150;148830;lb;0,041341667;2,4805
28.09.2022;15:24:00;Jean Sibelius;13 Pieces, Op. 76: No. 3 Carillon;95226;en;0,026451667;1,5871
28.09.2022;15:27:00;Camille Saint-Sa?ns;Carnival of the Animals, R. 125: The Swan;184706;en;0,051307222;3,078433333
28.09.2022;15:30:00;Stacey Bassetti;"Photograph (From ""Her"")";165582;en;0,045995;2,7597
28.09.2022;15:31:00;Fr?d?ric Schubert;L'autre Valse D'am?lie;65681;fr;0,018244722;1,094683333
28.09.2022;15:33:00;Toshifumi Hinata;Reflections;130693;en;0,036303611;2,178216667
28.09.2022;15:36:00;Jean Sibelius;4 Lyric Pieces, Op. 74: No. 1 Ekloge (Eclogue);216133;en;0,060036944;3,602216667
28.09.2022;15:40:00;Joe Hisaishi;One Summer Day;189800;en;0,052722222;3,163333333
28.09.2022;15:41:00;Fabrizio Paterlini;Rue des trois fr?res;111442;fr;0,030956111;1,857366667
28.09.2022;15:44:00;Franz Gordon;The French Library;179702;en;0,049917222;2,995033333
28.09.2022;15:46:00;Million Eyes;The Mercy of the Wind;105587;en;0,029329722;1,759783333
28.09.2022;15:50:00;Jean Sibelius;4 Lyric Pieces, Op. 74: No. 1 Ekloge (Eclogue);216133;en;0,060036944;3,602216667
28.09.2022;15:53:00;Joe Hisaishi;The Flower Garden;178506;en;0,049585;2,9751
28.09.2022;15:55:00;Toshifumi Hinata;Menuet;106333;fr;0,029536944;1,772216667
28.09.2022;15:57:00;Raphael Dubois;Where Is My Mind?;139691;en;0,038803056;2,328183333
28.09.2022;15:59:00;Million Eyes;There Will Be Rain;122215;en;0,033948611;2,036916667
28.09.2022;16:03:00;Jean Sibelius;4 Lyric Pieces, Op. 74: No. 1 Ekloge (Eclogue);216133;en;0,060036944;3,602216667
28.09.2022;16:05:00;Alexander Joseph;F?r Elise - Reimagined;150016;en;0,041671111;2,500266667
28.09.2022;16:11:00;Camille Saint-Sa?ns;Le Cygne;557;fr;0,000154722;0,009283333
28.09.2022;17:40:00;Labyrinth Ear;Lithium;207986;en;0,057773889;3,466433333
28.09.2022;17:43:00;BACKWHEN;Soft Thoughts;185166;en;0,051435;3,0861
28.09.2022;17:46:00;M!R!M;Crystal Cave;226023;en;0,062784167;3,76705
28.09.2022;17:51:00;Sidewalks and Skeletons;Eternal Rest;270104;en;0,075028889;4,501733333
28.09.2022;17:54:00;Kitty;Disconnect;205299;en;0,0570275;3,42165
28.09.2022;18:00:00;YSI;Shake well before use;340196;en;0,094498889;5,669933333
28.09.2022;18:05:00;Labyrinth Ear;Shadowside;308869;kn;0,085796944;5,147816667
28.09.2022;18:08:00;twst;Are You Filming Me?;188011;en;0,052225278;3,133516667
28.09.2022;18:11:00;Labyrinth Ear;Navy Light;187506;en;0,052085;3,1251
28.09.2022;18:14:00;YESEO;Honey, Don't Kill My Vibe;176550;en;0,049041667;2,9425
28.09.2022;18:17:00;Pearly Drops;Call For Help;198967;en;0,055268611;3,316116667
28.09.2022;18:21:00;Chromatics;Twist The Knife;207578;en;0,057660556;3,459633333
28.09.2022;18:24:00;Pearly Drops;Smokescreen;178105;en;0,049473611;2,968416667
28.09.2022;18:28:00;Divine;You That I Want;237612;en;0,066003333;3,9602
28.09.2022;18:31:00;Sega Bodega;U Got The Fever;221125;en;0,061423611;3,685416667
28.09.2022;18:34:00;Salina Killa;Mile High;144751;en;0,040208611;2,412516667
28.09.2022;18:36:00;Ginger Taylor;Yuppie;171954;en;0,047765;2,8659
28.09.2022;18:39:00;Kitty;Baby Pink;167274;en;0,046465;2,7879
28.09.2022;18:43:00;ABRA;NEEDSUMBODY;259573;en;0,072103611;4,326216667
28.09.2022;18:48:00;Clams Casino;I'm God;277710;en;0,077141667;4,6285
28.09.2022;18:52:00;Pastel Ghost;Dark Beach;222000;en;0,061666667;3,7
28.09.2022;18:54:00;Elita;Sour Switchblade;148955;en;0,041376389;2,482583333
28.09.2022;18:56:00;Pearly Drops;Bloom For Me;147441;en;0,040955833;2,45735
28.09.2022;19:01:00;Labyrinth Ear;Invisible;249896;en;0,069415556;4,164933333
28.09.2022;19:05:00;Kilo Kish;NICE OUT;246733;en;0,068536944;4,112216667
28.09.2022;19:08:00;Sidewalks and Skeletons;Goth;207120;en;0,057533333;3,452
28.09.2022;19:11:00;Swordes;Mindkiller;157705;et;0,043806944;2,628416667
29.09.2022;7:10:00;Swordes;Mindkiller;3157;et;0,000876944;0,052616667
29.09.2022;7:10:00;Camille Saint-Sa?ns;The Swan;2069;en;0,000574722;0,034483333
29.09.2022;7:14:00;Claude Debussy;Clair de lune;289785;fr;0,080495833;4,82975
29.09.2022;7:17:00;Franz Liszt;6 Consolations, S. 172: No. 3;164954;en;0,045820556;2,749233333
29.09.2022;7:19:00;Raphael Dubois;Reflections;136719;en;0,0379775;2,27865
29.09.2022;7:23:00;Fr?d?ric Chopin;Nocturne Op. 9 No. 2;242230;lb;0,067286111;4,037166667
29.09.2022;7:27:00;Claude Debussy;R?verie;225883;en;0,062745278;3,764716667
29.09.2022;7:29:00;Raphael Dubois;Where Is My Mind?;139691;en;0,038803056;2,328183333
29.09.2022;7:32:00;C?line Lavigne;"Once Upon a December (From ""Anastasia"")";148607;en;0,041279722;2,476783333
29.09.2022;7:36:00;Erik Satie;Gnossienne No. 1;279382;en;0,077606111;4,656366667
29.09.2022;7:42:00;Ludovico Einaudi;Experience;315426;en;0,087618333;5,2571
29.09.2022;7:46:00;Franz Liszt;Liebestraum No. 3;279382;de;0,077606111;4,656366667
29.09.2022;7:51:00;Fritz Schmidt;Married Life;218372;en;0,060658889;3,639533333
29.09.2022;15:05:00;Fr?d?ric Chopin;Nocturne No. 20;21763;es;0,006045278;0,362716667
29.09.2022;15:05:00;Fritz Schmidt;Married Life;76548;en;0,021263333;1,2758
29.09.2022;15:05:00;Labyrinth Ear;Invisible;6687;en;0,0018575;0,11145
29.09.2022;15:09:00;Pastel Ghost;Clouds;213205;en;0,059223611;3,553416667
29.09.2022;15:24:00;Pastel Ghost;Clouds;33654;en;0,009348333;0,5609
29.09.2022;15:27:00;Ky V?ss;Masochism;205072;en;0,056964444;3,417866667
29.09.2022;15:31:00;Labyrinth Ear;You Told Me;226019;en;0,062783056;3,766983333
29.09.2022;15:32:00;Kitty;Disconnect;62278;en;0,017299444;1,037966667
29.09.2022;15:39:00;Eartheater;High Tide;179701;en;0,049916944;2,995016667
29.09.2022;15:39:00;Labyrinth Ear;Lithium;3015;en;0,0008375;0,05025
29.09.2022;15:42:00;Ky V?ss;Masochism;205072;en;0,056964444;3,417866667
29.09.2022;15:46:00;Divine;You That I Want;237612;en;0,066003333;3,9602
29.09.2022;15:48:00;Mareux;Spectral Tease;120490;en;0,033469444;2,008166667
30.09.2022;20:10:00;James the Seventh;Turn a Blind Eye;221217;en;0,061449167;3,68695
30.09.2022;20:14:00;Pearl;Turnin' Tricks (feat. Alexa Demie);213971;fr;0,059436389;3,566183333
30.09.2022;20:16:00;Andrea Valle;Lovergirl;152727;en;0,042424167;2,54545
30.09.2022;20:22:00;Alexa Demie;Girl Like Me;320636;en;0,089065556;5,343933333
30.09.2022;20:25:00;Avalon Lurks;Papi Chulo;199484;es;0,055412222;3,324733333
30.09.2022;20:27:00;Dreamer Isioma;Hard;152500;en;0,042361111;2,541666667
30.09.2022;20:29:00;Yaya Bey;you up?;74303;en;0,020639722;1,238383333
30.09.2022;20:31:00;Salina Killa;Mile High;144751;en;0,040208611;2,412516667
30.09.2022;20:35:00;Sans Soucis;I'm On;250197;en;0,069499167;4,16995
30.09.2022;20:39:00;Alexa Demie;Leopard Limo (Archive LL11);258852;en;0,071903333;4,3142
30.09.2022;20:41:00;CLIP;Sad B!tch;135069;en;0,037519167;2,25115
30.09.2022;20:43:00;Vida;P.A.I.N.;77456;en;0,021515556;1,290933333
30.09.2022;20:45:00;Dreamer Isioma;Valentina;128640;en;0,035733333;2,144
30.09.2022;20:48:00;Pearly Drops;Smokescreen;178105;en;0,049473611;2,968416667
30.09.2022;20:52:00;Divine;You That I Want;237612;en;0,066003333;3,9602
30.09.2022;20:54:00;Ginger Taylor;Yuppie;171954;en;0,047765;2,8659
30.09.2022;20:57:00;Kitty;Baby Pink;167274;en;0,046465;2,7879
30.09.2022;21:01:00;Vida;redlights;213024;sv;0,059173333;3,5504
30.09.2022;21:04:00;okayceci;falling on me;204000;en;0,056666667;3,4
30.09.2022;21:06:00;tara-bridget;Dream Boi (pt. 2);136659;nl;0,037960833;2,27765
30.09.2022;21:10:00;Pearly Drops;Call For Help;198967;en;0,055268611;3,316116667
30.09.2022;21:13:00;Dreamer Isioma;Move;192000;en;0,053333333;3,2
30.09.2022;21:15:00;The Weeknd;Stargirl Interlude;111626;en;0,031007222;1,860433333
30.09.2022;21:18:00;Sevdaliza;Mad Woman;200930;en;0,055813889;3,348833333
30.09.2022;21:21:00;Kari Faux;Mo' Liquor;170400;en;0,047333333;2,84
30.09.2022;21:24:00;Rihanna;Sex With Me;206400;en;0,057333333;3,44
30.09.2022;21:27:00;Prince Innocence;Noches;193250;es;0,053680556;3,220833333
30.09.2022;21:30:00;Dreamer Isioma;I Don't Wanna Go;193846;en;0,053846111;3,230766667
30.09.2022;21:34:00;The Weeknd;I Was Never There;241066;en;0,066962778;4,017766667
30.09.2022;21:38:00;FKA twigs;oh my love;225653;en;0,062681389;3,760883333
30.09.2022;21:41:00;YESEO;Honey, Don't Kill My Vibe;176550;en;0,049041667;2,9425
30.09.2022;21:44:00;Mareux;The Perfect Girl;194423;en;0,054006389;3,240383333
30.09.2022;21:47:00;Doja Cat;So High;201573;en;0,0559925;3,35955
30.09.2022;21:50:00;Dreamer Isioma;Stop Calling The Police On Me;146865;en;0,040795833;2,44775
30.09.2022;21:52:00;TiaCorine;Lotto;147920;en;0,041088889;2,465333333
30.09.2022;21:55:00;FKA twigs;ride the dragon;188773;en;0,052436944;3,146216667
30.09.2022;21:57:00;Omar Apollo;Hey Boy (feat. Kali Uchis);102160;kri;0,028377778;1,702666667
30.09.2022;22:00:00;twst;Are You Filming Me?;188011;en;0,052225278;3,133516667
30.09.2022;22:04:00;ABRA;NEEDSUMBODY;259573;en;0,072103611;4,326216667
30.09.2022;22:06:00;Yves Tumor;Romanticist;106102;en;0,029472778;1,768366667
30.09.2022;22:09:00;Dreamer Isioma;Really, Really;146331;en;0,0406475;2,43885
30.09.2022;22:11:00;hentai boys;Silence / akiaura;149343;en;0,041484167;2,48905
30.09.2022;22:14:00;Ari Abdul;BABYDOLL;196235;en;0,054509722;3,270583333
30.09.2022;22:16:00;The Neighbourhood;Softcore;115041;en;0,031955833;1,91735
03.10.2022;16:24:00;Eminem;Superman;631284;en;0,175356667;10,5214
03.10.2022;16:26:00;The Weeknd;Stargirl Interlude;111626;en;0,031007222;1,860433333
03.10.2022;16:33:00;Eminem;Stan;404106;en;0,112251667;6,7351
03.10.2022;16:37:00;Kanye West;Flashing Lights;237506;en;0,065973889;3,958433333
03.10.2022;16:39:00;ImyNoah;I290;121051;en;0,033625278;2,017516667
03.10.2022;16:41:00;Q Money;Better Than Me;132640;en;0,036844444;2,210666667
03.10.2022;16:43:00;Namxlxss;GIVING GIRLS COCAINX;96645;en;0,026845833;1,61075
03.10.2022;16:46:00;The Weeknd;I Was Never There;185100;en;0,051416667;3,085
03.10.2022;19:26:00;The Weeknd;I Was Never There;27993;en;0,007775833;0,46655
03.10.2022;19:29:00;kazeWIW;#doyalike;183096;kn;0,05086;3,0516
03.10.2022;19:30:00;Lil Yawh;Sun Down, I'm Up - Sped Up & Pitched;95971;en;0,026658611;1,599516667
03.10.2022;19:31:00;Ms Krazie;A Gangster's Wife;26458;en;0,007349444;0,440966667
03.10.2022;19:31:00;??;SPINBACK;10913;en;0,003031389;0,181883333
03.10.2022;19:33:00;The Weeknd;Stargirl Interlude;111626;en;0,031007222;1,860433333
03.10.2022;19:40:00;Eminem;Stan;404106;en;0,112251667;6,7351
03.10.2022;19:43:00;Kanye West;Flashing Lights;237506;en;0,065973889;3,958433333
03.10.2022;19:45:00;ImyNoah;I290;121051;en;0,033625278;2,017516667
03.10.2022;19:48:00;Q Money;Better Than Me;132640;en;0,036844444;2,210666667
03.10.2022;19:49:00;Namxlxss;GIVING GIRLS COCAINX;96645;en;0,026845833;1,61075
03.10.2022;19:53:00;The Weeknd;I Was Never There;241066;en;0,066962778;4,017766667
03.10.2022;19:56:00;kazeWIW;#doyalike;183096;kn;0,05086;3,0516
03.10.2022;19:58:00;Lil Yawh;Sun Down, I'm Up - Sped Up & Pitched;95971;en;0,026658611;1,599516667
03.10.2022;20:01:00;Ms Krazie;A Gangster's Wife;165262;en;0,045906111;2,754366667
03.10.2022;20:01:00;??;SPINBACK;1996;en;0,000554444;0,033266667
03.10.2022;20:06:00;Eminem;Without Me;290320;en;0,080644444;4,838666667
03.10.2022;20:08:00;The Neighbourhood;You Get Me So High;153000;en;0,0425;2,55
03.10.2022;20:11:00;Hockstetter;Tricktrick;24761;da;0,006878056;0,412683333
03.10.2022;20:11:00;itslilvibez;suck my blood <3;8591;en;0,002386389;0,143183333
03.10.2022;20:11:00;DJ Fronteo;Super Freaky x Luxurious - Remix;162312;en;0,045086667;2,7052
03.10.2022;20:15:00;Jaye Augustine;Woo Sped Up;193875;en;0,053854167;3,23125
03.10.2022;20:18:00;kedyliant;i wanna feel you close;212102;en;0,058917222;3,535033333
03.10.2022;20:23:00;Eminem;The Real Slim Shady;284200;en;0,078944444;4,736666667
03.10.2022;20:30:00;Tame Impala;One More Hour;432560;en;0,120155556;7,209333333
03.10.2022;20:33:00;Hollywoodwhyte!;Whatchu Wanna Do?;168730;en;0,046869444;2,812166667
03.10.2022;20:37:00;Baby Bash;Suga Suga;239026;ja;0,066396111;3,983766667
03.10.2022;20:40:00;Grafh;Long Way To Go - Remix;183080;en;0,050855556;3,051333333
03.10.2022;20:44:00;Mike WiLL Made-It;23;252520;und;0,070144444;4,208666667
03.10.2022;20:46:00;adqm;4 Morant x Motel 6;141386;en;0,039273889;2,356433333
03.10.2022;20:51:00;Childish Gambino;Les;317293;fr;0,088136944;5,288216667
03.10.2022;20:53:00;Hotel Ugly;Shut up My Moms Calling;102820;en;0,028561111;1,713666667
03.10.2022;20:57:00;JAY-Z;No Church In The Wild;254304;en;0,07064;4,2384
03.10.2022;21:01:00;40 Glocc;Papa's Lil' Soldier;206040;en;0,057233333;3,434
03.10.2022;21:04:00;New Boyz;FM$;181907;en;0,050529722;3,031783333
03.10.2022;21:06:00;Young Slo-Be;I Love You;123427;en;0,034285278;2,057116667
03.10.2022;21:07:00;Lambo4oe;Intro;38422;en;0,010672778;0,640366667
04.10.2022;22:19:00;Lambo4oe;Intro;9589;en;0,002663611;0,159816667
04.10.2022;22:23:00;Sukun Ki Neend;30 mins of Relaxing Music, Deep Sleep, Music for Sleeping and Meditation;206936;en;0,057482222;3,448933333
06.10.2022;13:48:00;Alexa Demie;Leopard Limo (Archive LL11);0;en;0;0
06.10.2022;13:48:00;Camille Saint-Sa?ns;The Swan;2879;en;0,000799722;0,047983333
06.10.2022;13:54:00;Claude Debussy;Clair de lune;289785;fr;0,080495833;4,82975
06.10.2022;13:56:00;Franz Liszt;6 Consolations, S. 172: No. 3;164954;en;0,045820556;2,749233333
06.10.2022;13:59:00;Raphael Dubois;Reflections;136719;en;0,0379775;2,27865
06.10.2022;14:03:00;Fr?d?ric Chopin;Nocturne Op. 9 No. 2;242230;lb;0,067286111;4,037166667
06.10.2022;14:06:00;Claude Debussy;R?verie;196970;en;0,054713889;3,282833333
06.10.2022;14:06:00;Raphael Dubois;Where Is My Mind?;69;en;1,91667E-05;0,00115
06.10.2022;14:08:00;C?line Lavigne;"Once Upon a December (From ""Anastasia"")";148607;en;0,041279722;2,476783333
06.10.2022;14:13:00;Erik Satie;Gnossienne No. 1;279382;en;0,077606111;4,656366667
06.10.2022;14:18:00;Ludovico Einaudi;Experience;315426;en;0,087618333;5,2571
06.10.2022;14:23:00;Franz Liszt;Liebestraum No. 3;279382;de;0,077606111;4,656366667
06.10.2022;14:25:00;Fritz Schmidt;Married Life;136870;en;0,038019444;2,281166667
06.10.2022;14:30:00;Fr?d?ric Chopin;Nocturne No. 20;279382;es;0,077606111;4,656366667
06.10.2022;14:34:00;Erik Satie;Gymnop?die No. 1;209536;en;0,058204444;3,492266667
06.10.2022;14:36:00;Wolfgang Amadeus Mozart;Fantasia in D, K. 397;149720;en;0,041588889;2,495333333
07.10.2022;16:47:00;Wolfgang Amadeus Mozart;Fantasia in D, K. 397;56796;en;0,015776667;0,9466
07.10.2022;16:47:00;Erik Satie;Gymnop?die No. 3;25681;en;0,007133611;0,428016667
07.10.2022;16:50:00;Pussy Riot;PUNISH;170501;en;0,047361389;2,841683333
07.10.2022;16:51:00;Fritz Schmidt;Sweden;46975;en;0,013048611;0,782916667
07.10.2022;16:55:00;JAY-Z;No Church In The Wild;272506;en;0,075696111;4,541766667
07.10.2022;16:59:00;Mike WiLL Made-It;23;252520;und;0,070144444;4,208666667
07.10.2022;17:02:00;Grafh;Long Way To Go - Remix;183080;en;0,050855556;3,051333333
07.10.2022;17:06:00;Baby Bash;Suga Suga;239026;ja;0,066396111;3,983766667
07.10.2022;17:13:00;Kanye West;Flashing Lights;237506;en;0,065973889;3,958433333
07.10.2022;18:26:00;kazeWIW;#doyalike;134234;kn;0,037287222;2,237233333
07.10.2022;18:30:00;JAY-Z;No Church In The Wild;272506;en;0,075696111;4,541766667
07.10.2022;18:34:00;Mike WiLL Made-It;23;252520;und;0,070144444;4,208666667
07.10.2022;18:37:00;Grafh;Long Way To Go - Remix;183080;en;0,050855556;3,051333333
07.10.2022;18:38:00;Baby Bash;Suga Suga;61382;ja;0,017050556;1,023033333
07.10.2022;18:42:00;Baby Bash;Suga Suga;239026;ja;0,066396111;3,983766667
07.10.2022;18:46:00;The Game;Hate It Or Love It;206400;en;0,057333333;3,44
07.10.2022;18:50:00;Ginuwine;Pony;251733;en;0,069925833;4,19555
07.10.2022;18:54:00;Nelly Furtado;Promiscuous;242293;en;0,067303611;4,038216667
07.10.2022;18:54:00;Kanye West;Heartless;35523;en;0,0098675;0,59205
07.10.2022;18:58:00;Gym Class Heroes;Cupid's Chokehold / Breakfast in America;243773;en;0,067714722;4,062883333
07.10.2022;19:01:00;Timbaland;The Way I Are;179120;en;0,049755556;2,985333333
07.10.2022;19:05:00;Outkast;So Fresh, So Clean;240026;en;0,066673889;4,000433333
07.10.2022;19:09:00;Baby Bash;Maybe It's Time;213866;en;0,059407222;3,564433333
07.10.2022;19:12:00;Pusha T;Sure Thing - Remix;189831;en;0,052730833;3,16385
07.10.2022;19:16:00;Kid Cudi;Day 'N' Nite (Nightmare);221240;en;0,061455556;3,687333333
07.10.2022;19:19:00;Mike Posner;Cooler Than Me - Single Mix;213293;en;0,059248056;3,554883333
07.10.2022;19:23:00;Aaliyah;Are You That Somebody;265666;en;0,073796111;4,427766667
07.10.2022;19:28:00;Outkast;Ms. Jackson;270506;en;0,075140556;4,508433333
07.10.2022;19:31:00;Baby Bash;Groovy Type of Feeling;199560;en;0,055433333;3,326
07.10.2022;19:35:00;J. Cole;Wet Dreamz;239266;fy;0,066462778;3,987766667
07.10.2022;19:38:00;New Boyz;FM$;181907;en;0,050529722;3,031783333
07.10.2022;19:41:00;Cassie;Me & U;192213;en;0,0533925;3,20355
07.10.2022;19:45:00;Kid Cudi;Day 'N' Nite (Nightmare);221240;en;0,061455556;3,687333333
07.10.2022;19:48:00;Pusha T;Sure Thing - Remix;189831;en;0,052730833;3,16385
07.10.2022;19:54:00;Kendrick Lamar;Money Trees;386906;en;0,107473889;6,448433333
07.10.2022;19:59:00;Aaliyah;Are You That Somebody;265666;en;0,073796111;4,427766667
07.10.2022;20:02:00;Timbaland;The Way I Are;179120;en;0,049755556;2,985333333
07.10.2022;20:06:00;JAY-Z;No Church In The Wild;272506;en;0,075696111;4,541766667
07.10.2022;20:10:00;Mike WiLL Made-It;23;252520;und;0,070144444;4,208666667
07.10.2022;20:14:00;Grafh;Long Way To Go - Remix;183080;en;0,050855556;3,051333333
07.10.2022;20:20:00;Baby Bash;Suga Suga;239026;ja;0,066396111;3,983766667
07.10.2022;20:24:00;Kanye West;Flashing Lights;237506;en;0,065973889;3,958433333
07.10.2022;20:27:00;kazeWIW;#doyalike;183096;kn;0,05086;3,0516
07.10.2022;21:06:00;YESEO;Honey, Don't Kill My Vibe;175924;en;0,048867778;2,932066667
07.10.2022;21:06:00;A$AP Rocky;LVL;1453;en;0,000403611;0,024216667
07.10.2022;21:07:00;Aaliyah;Are You That Somebody;580;en;0,000161111;0,009666667
07.10.2022;21:10:00;Cassie;Me & U;192213;en;0,0533925;3,20355
07.10.2022;21:13:00;Shakira;She Wolf;188866;en;0,052462778;3,147766667
07.10.2022;21:17:00;Aaliyah;Are You That Somebody;265666;en;0,073796111;4,427766667
07.10.2022;21:20:00;Timbaland;The Way I Are;179120;en;0,049755556;2,985333333
07.10.2022;21:25:00;JAY-Z;No Church In The Wild;272506;en;0,075696111;4,541766667
07.10.2022;21:29:00;Mike WiLL Made-It;23;252520;und;0,070144444;4,208666667
07.10.2022;21:32:00;Grafh;Long Way To Go - Remix;183080;en;0,050855556;3,051333333
07.10.2022;21:36:00;Baby Bash;Suga Suga;239026;ja;0,066396111;3,983766667
07.10.2022;21:40:00;Kanye West;Flashing Lights;237506;en;0,065973889;3,958433333
07.10.2022;21:43:00;kazeWIW;#doyalike;183096;kn;0,05086;3,0516
07.10.2022;21:45:00;ImyNoah;I290;121051;en;0,033625278;2,017516667
07.10.2022;21:48:00;YESEO;Honey, Don't Kill My Vibe;176550;en;0,049041667;2,9425
07.10.2022;21:51:00;A$AP Rocky;LVL;220133;en;0,061148056;3,668883333
07.10.2022;21:55:00;Big Sean;Beware;235186;en;0,065329444;3,919766667
08.10.2022;19:24:00;Timbaland;The Way I Are;2538;en;0,000705;0,0423
08.10.2022;19:24:00;Ice Cube;You Know How We Do It;229918;en;0,063866111;3,831966667
08.10.2022;19:24:00;kazeWIW;#doyalike;3050;kn;0,000847222;0,050833333
08.10.2022;19:24:00;Asaf Avidan;Reckoning Song;0;en;0;0
08.10.2022;19:24:00;Cassie;Me & U;2688;en;0,000746667;0,0448
08.10.2022;19:24:00;Aaliyah;Are You That Somebody;1856;en;0,000515556;0,030933333
08.10.2022;19:24:00;Mike WiLL Made-It;23;3178;und;0,000882778;0,052966667
08.10.2022;19:24:00;JAY-Z;No Church In The Wild;4309;en;0,001196944;0,071816667
08.10.2022;19:25:00;Ice Cube;You Know How We Do It;3648;en;0,001013333;0,0608
08.10.2022;19:25:00;YESEO;Honey, Don't Kill My Vibe;1109;en;0,000308056;0,018483333
08.10.2022;19:25:00;Asaf Avidan;Reckoning Song;5781;en;0,001605833;0,09635
08.10.2022;19:25:00;Grafh;Long Way To Go - Remix;2453;en;0,000681389;0,040883333
08.10.2022;19:25:00;A$AP Rocky;LVL;2453;en;0,000681389;0,040883333
08.10.2022;19:25:00;A$AP Rocky;LVL;704;en;0,000195556;0,011733333
08.10.2022;19:25:00;Big Sean;Beware;1642;en;0,000456111;0,027366667
08.10.2022;19:26:00;Ice Cube;You Know How We Do It;1962;en;0,000545;0,0327
08.10.2022;19:26:00;Divine;You That I Want;1728;en;0,00048;0,0288
08.10.2022;20:52:00;Mike WiLL Made-It;23;5525;und;0,001534722;0,092083333
09.10.2022;9:14:00;Sabrina Claudio;Better Version;4156;en;0,001154444;0,069266667
09.10.2022;9:20:00;Eminem;Superman;350320;en;0,097311111;5,838666667
09.10.2022;9:23:00;Cassie;Me & U;192213;en;0,0533925;3,20355
09.10.2022;9:27:00;Baby Bash;Suga Suga;239026;ja;0,066396111;3,983766667
09.10.2022;9:30:00;Grafh;Long Way To Go - Remix;183080;en;0,050855556;3,051333333
09.10.2022;9:34:00;Mike WiLL Made-It;23;252520;und;0,070144444;4,208666667
09.10.2022;9:38:00;Aaliyah;Are You That Somebody;265666;en;0,073796111;4,427766667
09.10.2022;9:41:00;Timbaland;The Way I Are;179120;en;0,049755556;2,985333333
09.10.2022;9:46:00;JAY-Z;No Church In The Wild;272506;en;0,075696111;4,541766667
09.10.2022;9:49:00;Dido;Thank You;218360;en;0,060655556;3,639333333
09.10.2022;9:52:00;Jorge Ben Jor;Mas Que Nada / De Manh? - Medley;179506;pt;0,049862778;2,991766667
09.10.2022;9:56:00;Lana Del Rey;Florida Kilos;256040;el;0,071122222;4,267333333
09.10.2022;10:00:00;Ice Cube;You Know How We Do It;232773;en;0,064659167;3,87955
09.10.2022;10:02:00;Sevdaliza;Mad Woman;67066;en;0,018629444;1,117766667
09.10.2022;21:54:00;KOLA;Біля серця;98368;uk;0,027324444;1,639466667
09.10.2022;21:58:00;YARMAK;Потрібен живим;215247;uk;0,059790833;3,58745
12.10.2022;13:21:00;Cassie;Me & U;998;en;0,000277222;0,016633333
12.10.2022;13:26:00;JAY-Z;No Church In The Wild;272506;en;0,075696111;4,541766667
12.10.2022;13:28:00;ImyNoah;I290;121051;en;0,033625278;2,017516667
12.10.2022;13:31:00;Grafh;Long Way To Go - Remix;183080;en;0,050855556;3,051333333
12.10.2022;13:35:00;Mike WiLL Made-It;23;252520;und;0,070144444;4,208666667
12.10.2022;13:39:00;Big Sean;Beware;235186;en;0,065329444;3,919766667
12.10.2022;13:42:00;Shakira;She Wolf;188866;en;0,052462778;3,147766667
