Date;EndTime;artistName;trackName;msPlayed;Language;hours ;minutes
06.09.2022;23:40:00;Diddy - Dirty Money;Yeah Yeah You Would;52541;en;0,014594722;0,875683333
07.09.2022;9:45:00;Rare DM;send nudes;284278;en;0,078966111;4,737966667
07.09.2022;9:49:00;Labyrinth Ear;Invisible;249779;en;0,069383056;4,162983333
07.09.2022;9:54:00;Sidewalks and Skeletons;Eternal Rest;269802;en;0,074945;4,4967
07.09.2022;9:57:00;Ginger Taylor;Yuppie;171809;en;0,047724722;2,863483333
07.09.2022;10:00:00;Labyrinth Ear;Lithium;207657;en;0,0576825;3,46095
07.09.2022;10:06:00;Fee Lion;Re (Visit);315527;en;0,087646389;5,258783333
07.09.2022;10:08:00;Pearly Drops;Bloom For Me;147269;en;0,040908056;2,454483333
07.09.2022;10:11:00;Swordes;Mindkiller;183950;et;0,051097222;3,065833333
07.09.2022;10:16:00;Night Tapes;Truly Being Alive;296669;en;0,082408056;4,944483333
07.09.2022;10:20:00;Avalon;Deadbeat Boy;224351;en;0,062319722;3,739183333
07.09.2022;10:28:00;Pearly Drops;Bloom For Me;147293;en;0,040914722;2,454883333
07.09.2022;10:32:00;Tempers;Daydreams;268388;en;0,074552222;4,473133333
07.09.2022;10:38:00;Fee Lion;Re (Visit);315418;en;0,087616111;5,256966667
07.09.2022;10:41:00;R. Missing;Placeholder for the Night;207684;en;0,05769;3,4614
07.09.2022;10:45:00;Sidewalks and Skeletons;Goth;207025;en;0,057506944;3,450416667
07.09.2022;15:08:00;M!R!M;Crystal Cave;75423;en;0,020950833;1,25705
07.09.2022;15:11:00;Kitty;Disconnect;205299;en;0,0570275;3,42165
07.09.2022;15:14:00;YESEO;Honey, Don't Kill My Vibe;176550;en;0,049041667;2,9425
07.09.2022;15:18:00;Sassy 009;Are You Still a Lover;218960;en;0,060822222;3,649333333
07.09.2022;15:22:00;R. Missing;Unsummering;246343;de;0,068428611;4,105716667
07.09.2022;15:25:00;twst;Are You Filming Me?;182688;en;0,050746667;3,0448
07.09.2022;15:28:00;Sega Bodega;U Got The Fever;221125;en;0,061423611;3,685416667
07.09.2022;15:35:00;Provoker;Dark Angel;375250;en;0,104236111;6,254166667
07.09.2022;15:39:00;Sidewalks and Skeletons;Eternal Rest;229509;en;0,0637525;3,82515
07.09.2022;18:02:00;Sidewalks and Skeletons;Eternal Rest;40373;en;0,011214722;0,672883333
07.09.2022;18:05:00;Cecile Believe;Bitch Bites Dog;211816;en;0,058837778;3,530266667
07.09.2022;18:09:00;Public Memory;Midsummer Shadow;226871;en;0,063019722;3,781183333
07.09.2022;18:12:00;BACKWHEN;Soft Thoughts;185138;en;0,051427222;3,085633333
07.09.2022;18:15:00;Labyrinth Ear;Navy Light;187326;en;0,052035;3,1221
07.09.2022;18:19:00;Pastel Ghost;Possession;239524;en;0,066534444;3,992066667
07.09.2022;18:23:00;Kilo Kish;NICE OUT;246581;en;0,068494722;4,109683333
07.09.2022;18:27:00;Labyrinth Ear;Lithium;207548;en;0,057652222;3,459133333
07.09.2022;18:32:00;Labyrinth Ear;Shadowside;308633;kn;0,085731389;5,143883333
07.09.2022;18:37:00;Tempers;Daydreams;268596;en;0,07461;4,4766
07.09.2022;18:40:00;Minuit Machine;Honey;212713;en;0,059086944;3,545216667
07.09.2022;18:44:00;Ky V?ss;Masochism;205024;en;0,056951111;3,417066667
07.09.2022;18:47:00;Sidewalks and Skeletons;Goth;206891;en;0,057469722;3,448183333
07.09.2022;18:50:00;Prince Innocence;Noches;193274;es;0,053687222;3,221233333
07.09.2022;18:56:00;YSI;Shake well before use;339927;en;0,094424167;5,66545
07.09.2022;18:59:00;Alice Glass;Forgiveness;191198;en;0,053110556;3,186633333
07.09.2022;19:01:00;YESEO;Fxxx with kiss (Skit);89869;en;0,024963611;1,497816667
07.09.2022;19:04:00;Amiture;Touch;226690;en;0,062969444;3,778166667
07.09.2022;19:07:00;Blue Hawaii;Where Is The Sun???;173119;en;0,048088611;2,885316667
07.09.2022;19:10:00;CFCF;Indiesong;153158;en;0,042543889;2,552633333
07.09.2022;19:13:00;PBDY;This State of Mine (Mind);199988;en;0,055552222;3,333133333
07.09.2022;19:15:00;YULLOLA;Bad Juju;125988;en;0,034996667;2,0998
07.09.2022;19:18:00;YESEO;Damn;136338;en;0,037871667;2,2723
07.09.2022;19:20:00;Ginger Taylor;Yuppie;171798;en;0,047721667;2,8633
07.09.2022;19:22:00;WEB;Giving My All 2 U;77128;en;0,021424444;1,285466667
07.09.2022;19:26:00;Small Black;Duplex;232598;en;0,064610556;3,876633333
07.09.2022;19:30:00;The KVB;Always Then;251387;en;0,069829722;4,189783333
07.09.2022;19:33:00;Aseul;Dying Practice;187968;en;0,052213333;3,1328
07.09.2022;19:37:00;YSI;Dissuade;219898;en;0,061082778;3,664966667
07.09.2022;19:40:00;YESEO;Fill my holes;193408;en;0,053724444;3,223466667
07.09.2022;19:43:00;Night Club;Gossip;189927;en;0,0527575;3,16545
07.09.2022;19:46:00;Prince Innocence;999;167948;und;0,046652222;2,799133333
07.09.2022;19:47:00;CFCF;Punksong;92916;jv;0,02581;1,5486
07.09.2022;19:51:00;Hibou;Sunder;199968;en;0,055546667;3,3328
07.09.2022;19:55:00;M!R!M;Survive;228880;en;0,063577778;3,814666667
07.09.2022;19:58:00;YESEO;Let It All Go;202318;en;0,056199444;3,371966667
07.09.2022;20:02:00;Harsh Symmetry;Mirror Twin;225606;en;0,062668333;3,7601
07.09.2022;20:05:00;Discovery Zone;Fall Apart;191434;en;0,053176111;3,190566667
07.09.2022;20:09:00;Opale;Sleepless;260202;en;0,072278333;4,3367
07.09.2022;20:12:00;YSI;Confetti Uzi;176500;it;0,049027778;2,941666667
07.09.2022;20:15:00;Fantasyluv;BWYRN;174206;cy;0,048390556;2,903433333
07.09.2022;20:19:00;YESEO;HOT HAND;203303;en;0,056473056;3,388383333
07.09.2022;20:22:00;Avalon;Deadbeat Boy;224324;en;0,062312222;3,738733333
07.09.2022;20:25:00;Pearly Drops;Bloom For Me;147323;en;0,040923056;2,455383333
07.09.2022;20:28:00;Charles;I Know You Love Me, But Do You Think of Me, Romantically;175100;en;0,048638889;2,918333333
07.09.2022;20:31:00;Swordes;Mindkiller;183903;et;0,051084167;3,06505
07.09.2022;20:34:00;MeLoveMeAlot;Deal Me;202910;en;0,056363889;3,381833333
07.09.2022;20:38:00;YESEO;Night Night;225725;en;0,062701389;3,762083333
07.09.2022;20:41:00;Riki;Marigold;194419;en;0,054005278;3,240316667
08.09.2022;7:39:00;Rare DM;Naomi;212884;en;0,059134444;3,548066667
08.09.2022;7:43:00;Rare DM;Naomi;239829;en;0,066619167;3,99715
08.09.2022;7:47:00;Ky V?ss;Masochism;204951;en;0,056930833;3,41585
08.09.2022;7:51:00;Rare DM;Naomi;239836;en;0,066621111;3,997266667
08.09.2022;7:54:00;Sassy 009;Are You Still a Lover;218726;en;0,060757222;3,645433333
08.09.2022;7:58:00;M!R!M;Crystal Cave;225830;en;0,062730556;3,763833333
08.09.2022;8:02:00;Pastel Ghost;Possession;239316;en;0,066476667;3,9886
08.09.2022;8:06:00;Cecile Believe;Bitch Bites Dog;211809;en;0,058835833;3,53015
08.09.2022;8:10:00;Kilo Kish;NICE OUT;246603;en;0,068500833;4,11005
08.09.2022;10:15:00;Sidewalks and Skeletons;Eternal Rest;30252;en;0,008403333;0,5042
08.09.2022;13:53:00;Sidewalks and Skeletons;Eternal Rest;40548;en;0,011263333;0,6758
08.09.2022;13:57:00;Cecile Believe;Bitch Bites Dog;212041;en;0,058900278;3,534016667
08.09.2022;14:00:00;Public Memory;Midsummer Shadow;226974;en;0,063048333;3,7829
08.09.2022;14:04:00;BACKWHEN;Soft Thoughts;185166;en;0,051435;3,0861
08.09.2022;14:07:00;Labyrinth Ear;Navy Light;187506;en;0,052085;3,1251
08.09.2022;14:11:00;Kilo Kish;NICE OUT;3726;en;0,001035;0,0621
08.09.2022;14:11:00;Pastel Ghost;Possession;239500;en;0,066527778;3,991666667
08.09.2022;14:11:00;Labyrinth Ear;Lithium;6640;en;0,001844444;0,110666667
08.09.2022;14:15:00;Khlaw;Dead To Me - Slowed Kw;230713;en;0,064086944;3,845216667
08.09.2022;14:18:00;Joanna;D?mons (La frustration) [feat. Laylow];194517;en;0,0540325;3,24195
08.09.2022;14:21:00;Blu'Jay;Colored Glass;214256;en;0,059515556;3,570933333
08.09.2022;14:23:00;The Shakes;I Just Want to Feel Something;88277;en;0,024521389;1,471283333
08.09.2022;15:42:00;Ariana Grande;Greedy;214717;en;0,059643611;3,578616667
08.09.2022;15:46:00;Dido;Thank You;218236;en;0,060621111;3,637266667
08.09.2022;15:51:00;Gwen Stefani;Luxurious;264778;en;0,073549444;4,412966667
08.09.2022;15:53:00;The Neighbourhood;You Get Me So High;152876;en;0,042465556;2,547933333
08.09.2022;15:55:00;WILLOW;Time Machine;143611;en;0,039891944;2,393516667
08.09.2022;15:59:00;Doja Cat;Addiction;208455;en;0,057904167;3,47425
08.09.2022;16:02:00;Katy Perry;Harleys In Hawaii;185382;en;0,051495;3,0897
08.09.2022;16:06:00;Magdalena Bay;Killshot;236239;en;0,065621944;3,937316667
08.09.2022;16:10:00;Ariana Grande;in my head;222759;en;0,0618775;3,71265
08.09.2022;16:12:00;Charli XCX;Yuck;138793;en;0,038553611;2,313216667
08.09.2022;16:15:00;Lolo Zoua?;Give Me a Kiss;184690;en;0,051302778;3,078166667
08.09.2022;16:19:00;Doja Cat;Streets;226987;en;0,063051944;3,783116667
08.09.2022;16:22:00;The Neighbourhood;Devil's Advocate;186307;en;0,051751944;3,105116667
08.09.2022;16:26:00;Rihanna;Loveeeeeee Song;256259;en;0,071183056;4,270983333
08.09.2022;16:30:00;Kali Uchis;fue mejor (feat. SZA);229974;es;0,063881667;3,8329
08.09.2022;16:33:00;Harry Styles;As It Was;167192;en;0,046442222;2,786533333
08.09.2022;16:36:00;Melanie Martinez;Pity Party;203976;en;0,05666;3,3996
08.09.2022;16:40:00;The Weeknd;Save Your Tears (Remix) (with Ariana Grande) - Bonus Track;190907;en;0,053029722;3,181783333
08.09.2022;16:44:00;Ellie Goulding;Lights;245624;en;0,068228889;4,093733333
08.09.2022;16:46:00;Charli XCX;Crash;129839;en;0,036066389;2,163983333
08.09.2022;16:49:00;Doja Cat;So High;201588;en;0,055996667;3,3598
08.09.2022;16:53:00;The Neighbourhood;Softcore;206223;en;0,057284167;3,43705
08.09.2022;16:57:00;Big Sean;Beware;235089;en;0,0653025;3,91815
08.09.2022;16:59:00;Kali Uchis;angel;143089;en;0,039746944;2,384816667
08.09.2022;17:04:00;The Weeknd;Die For You;259803;en;0,0721675;4,33005
08.09.2022;17:07:00;Melanie Martinez;Cake;199644;en;0,055456667;3,3274
08.09.2022;17:10:00;Ariana Grande;motive (with Doja Cat);167828;en;0,046618889;2,797133333
08.09.2022;17:13:00;Doja Cat;Woman;172484;en;0,047912222;2,874733333
08.09.2022;17:16:00;The Neighbourhood;Dangerous (feat. YG);215981;en;0,059994722;3,599683333
08.09.2022;17:19:00;Lady Gaga;Replay;186589;en;0,051830278;3,109816667
08.09.2022;17:23:00;Dounia;GLOOM;213249;en;0,059235833;3,55415
08.09.2022;17:26:00;Kali Uchis;Melting;208679;en;0,057966389;3,477983333
08.09.2022;23:51:00;Kesha;Backstabber;107040;en;0,029733333;1,784
09.09.2022;11:56:00;Mary Lou Williams;Pale Blue;267450;en;0,074291667;4,4575
09.09.2022;12:06:00;Chet Baker;Polka Dots And Moonbeams;588563;en;0,163489722;9,809383333
09.09.2022;12:14:00;Miles Davis;So What (feat. John Coltrane, Cannonball Adderley & Bill Evans);458412;en;0,127336667;7,6402
09.09.2022;12:14:00;Zoot Sims;Evening In Paris;34547;en;0,009596389;0,575783333
09.09.2022;12:19:00;The Neighbourhood;Jealou$y (feat. Casey Veggies & Kossisko);266934;en;0,074148333;4,4489
09.09.2022;12:22:00;Jesse®;Drama;212562;en;0,059045;3,5427
09.09.2022;12:25:00;The Neighbourhood;Blue;190134;en;0,052815;3,1689
09.09.2022;12:29:00;The Neighbourhood;1 of those Weaks;194240;en;0,053955556;3,237333333
09.09.2022;12:32:00;The Neighbourhood;Heaven;205145;en;0,056984722;3,419083333
09.09.2022;12:36:00;The Neighbourhood;Lurk;214383;en;0,059550833;3,57305
09.09.2022;13:33:00;The Neighbourhood;U&I;183572;hr;0,050992222;3,059533333
11.09.2022;8:19:00;Nelly Furtado;Say It Right;59459;en;0,016516389;0,990983333
11.09.2022;8:22:00;Nelly Furtado;Say It Right;215284;en;0,059801111;3,588066667
11.09.2022;8:28:00;Gorillaz;Kids with Guns;337580;en;0,093772222;5,626333333
11.09.2022;9:26:00;Manu Chao;Me Gustas Tu;271323;es;0,0753675;4,52205
11.09.2022;9:30:00;Arctic Monkeys;505;253585;und;0,070440278;4,226416667
11.09.2022;9:33:00;b?a;Duvet;203456;en;0,056515556;3,390933333
11.09.2022;9:37:00;Sexy Sushi;Sex Appeal;209839;en;0,058288611;3,497316667
11.09.2022;9:41:00;Kanye West;Flashing Lights;237401;en;0,065944722;3,956683333
11.09.2022;9:45:00;Lykke Li;Little Bit;273344;en;0,075928889;4,555733333
11.09.2022;9:49:00;Nelly Furtado;Promiscuous;242267;en;0,067296389;4,037783333
11.09.2022;9:53:00;Sohodolls;Bang Bang Bang Bang;181517;zh;0,050421389;3,025283333
11.09.2022;9:56:00;MGMT;Electric Feel;229628;en;0,063785556;3,827133333
11.09.2022;10:00:00;Muse;Supermassive Black Hole;212333;en;0,058981389;3,538883333
11.09.2022;10:04:00;Motor'Rolla;Восьмий колір;259927;uk;0,072201944;4,332116667
11.09.2022;10:09:00;Gwen Stefani;Luxurious;264718;en;0,073532778;4,411966667
11.09.2022;14:24:00;The Shakes;I Just Want to Feel Something;107136;en;0,02976;1,7856
11.09.2022;14:28:00;Blu'Jay;Colored Glass;214256;en;0,059515556;3,570933333
11.09.2022;14:32:00;The Shakes;I Just Want to Feel Something;240250;en;0,066736111;4,004166667
11.09.2022;14:34:00;James the Seventh;Turn a Blind Eye;144620;en;0,040172222;2,410333333
11.09.2022;16:34:00;Shakira;She Wolf;127237;en;0,035343611;2,120616667
14.09.2022;15:17:00;James the Seventh;Turn a Blind Eye;5804;en;0,001612222;0,096733333
14.09.2022;15:21:00;Gorillaz;Dirty Harry;230426;en;0,064007222;3,840433333
14.09.2022;15:24:00;Doja Cat;So High;201573;en;0,0559925;3,35955
14.09.2022;15:27:00;Dreamer Isioma;Move;192000;en;0,053333333;3,2
14.09.2022;15:31:00;Duckwrth;Kiss U Right Now;194776;en;0,054104444;3,246266667
14.09.2022;15:34:00;Mila J;Kickin’ Back;202434;en;0,056231667;3,3739
14.09.2022;15:37:00;Q;Take Me Where Your Heart Is;192896;en;0,053582222;3,214933333
14.09.2022;15:40:00;Ralph Castelli;Morning Sex;175312;en;0,048697778;2,921866667
14.09.2022;15:44:00;Kali Uchis;fue mejor (feat. SZA);230964;es;0,064156667;3,8494
14.09.2022;15:47:00;WILLOW;Wait a Minute!;196520;en;0,054588889;3,275333333
14.09.2022;15:49:00;Frank Ocean;In My Room;133680;en;0,037133333;2,228
14.09.2022;15:52:00;Gu?;Futura Ex (feat. Ernia);190666;it;0,052962778;3,177766667
14.09.2022;15:56:00;Men I Trust;Show Me How;215110;en;0,059752778;3,585166667
14.09.2022;15:58:00;Steve Lacy;Some;118393;en;0,032886944;1,973216667
14.09.2022;15:58:00;Tame Impala;Nangs;25507;en;0,007085278;0,425116667
15.09.2022;8:25:00;Mareux;The Perfect Girl;194423;en;0,054006389;3,240383333
15.09.2022;8:30:00;Gwen Stefani;Luxurious;264920;en;0,073588889;4,415333333
15.09.2022;8:34:00;The Pussycat Dolls;Don't Cha;272080;en;0,075577778;4,534666667
15.09.2022;8:38:00;Gorillaz;She's My Collar (feat. Kali Uchis);209560;en;0,058211111;3,492666667
15.09.2022;8:41:00;Sexy Sushi;Sex Appeal;209880;en;0,0583;3,498
15.09.2022;8:43:00;Eyedress;Romantic Lover;86739;en;0,024094167;1,44565
15.09.2022;8:47:00;Gorillaz;Dirty Harry;230426;en;0,064007222;3,840433333
15.09.2022;8:51:00;Tame Impala;Borderline;237800;en;0,066055556;3,963333333
15.09.2022;8:54:00;Shakira;She Wolf;188866;en;0,052462778;3,147766667
15.09.2022;8:57:00;b?a;Duvet;203600;en;0,056555556;3,393333333
15.09.2022;8:59:00;PinkPantheress;Pain;98544;en;0,027373333;1,6424
15.09.2022;9:06:00;Eminem;Stan;404106;en;0,112251667;6,7351
15.09.2022;9:09:00;Pastel Ghost;Dark Beach;222000;en;0,061666667;3,7
15.09.2022;9:12:00;BONES;HDMI;139440;en;0,038733333;2,324
15.09.2022;9:15:00;Motor'Rolla;Восьмий колір;210013;uk;0,058336944;3,500216667
15.09.2022;9:29:00;Doja Cat;So High;5990;en;0,001663889;0,099833333
15.09.2022;9:29:00;Alexa Demie;Girl Like Me;603;en;0,0001675;0,01005
15.09.2022;9:29:00;Tame Impala;Nangs;102644;en;0,028512222;1,710733333
15.09.2022;9:32:00;Mac Miller;Blue World;209440;en;0,058177778;3,490666667
15.09.2022;9:36:00;A$AP Rocky;LVL;220133;en;0,061148056;3,668883333
15.09.2022;9:41:00;2Pac;Hit 'Em Up - Single Version;312626;en;0,086840556;5,210433333
15.09.2022;9:46:00;Kendrick Lamar;PRIDE.;275253;en;0,076459167;4,58755
15.09.2022;9:50:00;Eminem;The Real Slim Shady;284200;en;0,078944444;4,736666667
15.09.2022;9:54:00;Trippie Redd;Miss The Rage (feat. Playboi Carti);236883;en;0,065800833;3,94805
15.09.2022;9:58:00;Kanye West;Flashing Lights;237506;en;0,065973889;3,958433333
15.09.2022;10:03:00;Tyler, The Creator;NEW MAGIC WAND;9024;en;0,002506667;0,1504
15.09.2022;10:03:00;J. Cole;She Knows (feat. Amber Coffman & Cults);296520;en;0,082366667;4,942
15.09.2022;10:07:00;Playboi Carti;Fell In Luv (feat. Bryson Tiller);206332;en;0,057314444;3,438866667
15.09.2022;10:08:00;Big Sean;Beware;98193;en;0,027275833;1,63655
16.09.2022;11:37:00;Alexa Demie;Leopard Limo (Archive LL11);1710;en;0,000475;0,0285
16.09.2022;11:41:00;FKA twigs;oh my love;225653;en;0,062681389;3,760883333
16.09.2022;11:44:00;Casper the Ghost;Text Me Twice;184000;en;0,051111111;3,066666667
16.09.2022;11:47:00;Doja Cat;So High;201573;en;0,0559925;3,35955
16.09.2022;11:49:00;The Weeknd;Stargirl Interlude;111626;en;0,031007222;1,860433333
16.09.2022;11:52:00;NEEVE;WHERE I WANNA BE FOUND;179000;en;0,049722222;2,983333333
16.09.2022;11:56:00;Sabrina Claudio;Better Version;215117;en;0,059754722;3,585283333
16.09.2022;11:59:00;Dounia;GLOOM;213342;en;0,059261667;3,5557
16.09.2022;12:04:00;Ginuwine;So Anxious;276066;en;0,076685;4,6011
16.09.2022;12:07:00;FKA twigs;ride the dragon;188773;en;0,052436944;3,146216667
16.09.2022;12:10:00;Amaria;Friendzone;210787;fil;0,058551944;3,513116667
16.09.2022;12:14:00;The Weeknd;I Was Never There;241066;en;0,066962778;4,017766667
16.09.2022;12:22:00;Tame Impala;One More Hour;432560;en;0,120155556;7,209333333
16.09.2022;12:26:00;Rihanna;Loveeeeeee Song;256320;en;0,0712;4,272
16.09.2022;12:28:00;Andrea Valle;Lovergirl;152727;en;0,042424167;2,54545
16.09.2022;12:31:00;YEИDRY;Nena - A COLORS SHOW;153251;en;0,042569722;2,554183333
16.09.2022;13:01:00;CLAY;a million pieces;21144;en;0,005873333;0,3524
16.09.2022;13:05:00;easy life;ANTIFREEZE;209310;en;0,058141667;3,4885
16.09.2022;13:07:00;Olivia Addams;Telepathy (with Dylan Fuentes);149702;en;0,041583889;2,495033333
16.09.2022;13:09:00;Spiv Brativ;Повітряна тривога в Криму;115535;uk;0,032093056;1,925583333
16.09.2022;13:12:00;Slyzexx;Ліра;133420;be;0,037061111;2,223666667
16.09.2022;13:13:00;Delamer;Горить окупант;7590;uk;0,002108333;0,1265
16.09.2022;13:13:00;DRUZ;Криваві дні;61489;uk;0,017080278;1,024816667
16.09.2022;13:16:00;Shak SYrn;Ambiance;206829;en;0,0574525;3,44715
16.09.2022;13:20:00;Grimes;Genesis;255320;en;0,070922222;4,255333333
16.09.2022;13:23:00;Cristoforo Donadi;Nothings In The Way;153600;en;0,042666667;2,56
16.09.2022;13:28:00;nickateeen;Algernon;270654;en;0,075181667;4,5109
16.09.2022;13:29:00;Blanche Biau;Just Wait Til Next Year;98067;en;0,027240833;1,63445
16.09.2022;13:31:00;Troy Zarba;4:00;110000;und;0,030555556;1,833333333
16.09.2022;13:34:00;Al? Araya;Citrine;150000;en;0,041666667;2,5
16.09.2022;13:38:00;The Neighbourhood;Here We Go Again;257720;en;0,071588889;4,295333333
16.09.2022;13:41:00;The Wytches;Summer Again;209538;en;0,058205;3,4923
16.09.2022;17:01:00;Kanye West;Flashing Lights;1416;en;0,000393333;0,0236
16.09.2022;17:01:00;Big Sean;Beware;115983;en;0,0322175;1,93305
16.09.2022;17:06:00;2Pac;Hit 'Em Up - Single Version;312626;en;0,086840556;5,210433333
16.09.2022;17:13:00;Kendrick Lamar;Money Trees;386906;en;0,107473889;6,448433333
16.09.2022;17:18:00;Eminem;Superman;350320;en;0,097311111;5,838666667
16.09.2022;17:22:00;A$AP Rocky;LVL;220133;en;0,061148056;3,668883333
16.09.2022;17:25:00;Playboi Carti;Fell In Luv (feat. Bryson Tiller);206332;en;0,057314444;3,438866667
16.09.2022;17:29:00;Trippie Redd;Miss The Rage (feat. Playboi Carti);236883;en;0,065800833;3,94805
16.09.2022;17:34:00;Outkast;Ms. Jackson;270506;en;0,075140556;4,508433333
16.09.2022;17:38:00;Ice Cube;It Was A Good Day;260000;en;0,072222222;4,333333333
16.09.2022;17:44:00;Kanye West;Devil In A New Dress;351946;en;0,097762778;5,865766667
16.09.2022;17:48:00;Kendrick Lamar;PRIDE.;275253;en;0,076459167;4,58755
16.09.2022;17:53:00;J. Cole;She Knows (feat. Amber Coffman & Cults);296520;en;0,082366667;4,942
16.09.2022;18:00:00;Eminem;Stan;404106;en;0,112251667;6,7351
16.09.2022;18:03:00;Lordofon;2012;166940;und;0,046372222;2,782333333
16.09.2022;18:06:00;Mac Miller;Blue World;209440;en;0,058177778;3,490666667
16.09.2022;18:09:00;Playboi Carti;Sky;164383;en;0,045661944;2,739716667
17.09.2022;10:54:00;Playboi Carti;Sky;28784;en;0,007995556;0,479733333
17.09.2022;11:00:00;Eminem;Superman;350320;en;0,097311111;5,838666667
17.09.2022;11:03:00;Jack Harlow;First Class;173947;en;0,048318611;2,899116667
17.09.2022;11:03:00;Kodak Black;Love & War;39076;en;0,010854444;0,651266667
17.09.2022;11:03:00;J. Cole;She Knows (feat. Amber Coffman & Cults);46;en;1,27778E-05;0,000766667
17.09.2022;11:04:00;Freddie Dredd;Greed;67291;en;0,018691944;1,121516667
17.09.2022;20:55:00;Sidewalks and Skeletons;Eternal Rest;270104;en;0,075028889;4,501733333
17.09.2022;20:58:00;twst;Are You Filming Me?;188011;en;0,052225278;3,133516667
17.09.2022;21:01:00;BACKWHEN;Soft Thoughts;185166;en;0,051435;3,0861
17.09.2022;21:04:00;Pearly Drops;Smokescreen;178105;en;0,049473611;2,968416667
17.09.2022;21:08:00;Kitty;Disconnect;205299;en;0,0570275;3,42165
17.09.2022;21:13:00;YSI;Shake well before use;340196;en;0,094498889;5,669933333
17.09.2022;21:17:00;Pearly Drops;Call For Help;198967;en;0,055268611;3,316116667
17.09.2022;21:20:00;Labyrinth Ear;Navy Light;187506;en;0,052085;3,1251
17.09.2022;21:24:00;Divine;You That I Want;237612;en;0,066003333;3,9602
17.09.2022;21:27:00;Chromatics;Twist The Knife;207578;en;0,057660556;3,459633333
17.09.2022;21:31:00;M!R!M;Crystal Cave;226023;en;0,062784167;3,76705
17.09.2022;21:36:00;Labyrinth Ear;Shadowside;308869;kn;0,085796944;5,147816667
17.09.2022;21:39:00;YESEO;Honey, Don't Kill My Vibe;176550;en;0,049041667;2,9425
17.09.2022;21:42:00;Labyrinth Ear;Lithium;207986;en;0,057773889;3,466433333
18.09.2022;12:30:00;Sega Bodega;U Got The Fever;221125;en;0,061423611;3,685416667
18.09.2022;12:34:00;Labyrinth Ear;Navy Light;187506;en;0,052085;3,1251
18.09.2022;12:36:00;Salina Killa;Mile High;144751;en;0,040208611;2,412516667
18.09.2022;12:39:00;Pearly Drops;Call For Help;198967;en;0,055268611;3,316116667
18.09.2022;12:42:00;Ginger Taylor;Yuppie;171954;en;0,047765;2,8659
18.09.2022;12:45:00;Kitty;Baby Pink;167274;en;0,046465;2,7879
18.09.2022;12:48:00;Pearly Drops;Smokescreen;178105;en;0,049473611;2,968416667
18.09.2022;12:52:00;Divine;You That I Want;237612;en;0,066003333;3,9602
18.09.2022;12:55:00;Mareux;The Perfect Girl;194423;en;0,054006389;3,240383333
18.09.2022;13:00:00;Labyrinth Ear;Shadowside;308869;kn;0,085796944;5,147816667
18.09.2022;13:04:00;Amiture;Touch;226870;en;0,063019444;3,781166667
18.09.2022;13:08:00;ABRA;NEEDSUMBODY;259573;en;0,072103611;4,326216667
18.09.2022;13:12:00;twst;Are You Filming Me?;188011;en;0,052225278;3,133516667
18.09.2022;13:13:00;Figure Study;Maze;90008;en;0,025002222;1,500133333
18.09.2022;21:25:00;Young Nudy;Hell Shell;3157;en;0,000876944;0,052616667
18.09.2022;21:25:00;Eminem;Stan;2431;en;0,000675278;0,040516667
18.09.2022;21:25:00;Ice Cube;You Know How We Do It;28138;en;0,007816111;0,468966667
18.09.2022;21:25:00;2Pac;Hit 'Em Up - Single Version;9365;en;0,002601389;0,156083333
18.09.2022;21:25:00;Shy Glizzy;White Girl;2837;en;0,000788056;0,047283333
18.09.2022;21:25:00;Playboi Carti;Sky;3221;en;0,000894722;0,053683333
18.09.2022;21:25:00;Kendrick Lamar;Money Trees;1642;en;0,000456111;0,027366667
18.09.2022;21:25:00;Eminem;The Real Slim Shady;1749;en;0,000485833;0,02915
18.09.2022;21:26:00;Calvin Harris;New Money (with 21 Savage);1984;en;0,000551111;0,033066667
18.09.2022;21:26:00;The Notorious B.I.G.;Big Poppa - 2005 Remaster;7381;en;0,002050278;0,123016667
18.09.2022;21:26:00;Jack Harlow;First Class;2048;en;0,000568889;0,034133333
18.09.2022;21:26:00;BROCKHAMPTON;BOOGIE;1151;af;0,000319722;0,019183333
18.09.2022;21:26:00;Tyler, The Creator;NEW MAGIC WAND;1216;en;0,000337778;0,020266667
18.09.2022;21:26:00;Eminem;Superman;19157;en;0,005321389;0,319283333
18.09.2022;21:26:00;BONES;HDMI;2240;en;0,000622222;0,037333333
18.09.2022;21:26:00;Playboi Carti;Fell In Luv (feat. Bryson Tiller);3370;en;0,000936111;0,056166667
18.09.2022;21:26:00;Ice Cube;It Was A Good Day;2325;en;0,000645833;0,03875
18.09.2022;21:26:00;A$AP Rocky;LVL;7488;en;0,00208;0,1248
18.09.2022;21:26:00;Kendrick Lamar;PRIDE.;2069;en;0,000574722;0,034483333
18.09.2022;21:26:00;Kendrick Lamar;Swimming Pools (Drank) - Extended Version;5887;en;0,001635278;0,098116667
18.09.2022;21:27:00;ScHoolboy Q;Collard Greens;1280;en;0,000355556;0,021333333
18.09.2022;21:27:00;Nas;Shootouts;1962;en;0,000545;0,0327
18.09.2022;21:27:00;Kanye West;Devil In A New Dress;1408;en;0,000391111;0,023466667
18.09.2022;21:27:00;Drake;Teenage Fever;874;en;0,000242778;0,014566667
18.09.2022;21:27:00;Pusha T;Sure Thing - Remix;11861;en;0,003294722;0,197683333
